"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Spain","2001","Total","Both Sexes","Pamplona/Iruña","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","183964",""
"Spain","2001","Total","Both Sexes","Pamplona/Iruña","City proper","Estimate - de jure","Final figure, complete","2002","164054","22"
"Spain","2001","Total","Both Sexes","Pamplona/Iruña","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","271477",""
"Spain","2001","Total","Both Sexes","Reus","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","183788",""
"Spain","2001","Total","Both Sexes","Sabadell","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","183788",""
"Spain","2001","Total","Both Sexes","Salamanca","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","156368",""
"Spain","2001","Total","Both Sexes","Salamanca","City proper","Estimate - de jure","Final figure, complete","2002","153943","22"
"Spain","2001","Total","Both Sexes","Salamanca","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","181901",""
"Spain","2001","Total","Both Sexes","San Cristóbal de La Laguna","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","128822",""
"Spain","2001","Total","Both Sexes","Santa Coloma de Gramenet","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","112992",""
"Spain","2001","Total","Both Sexes","Santa Cruz de Tenerife","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","188477",""
"Spain","2001","Total","Both Sexes","Santa Cruz de Tenerife","City proper","Estimate - de jure","Final figure, complete","2002","200015","22"
"Spain","2001","Total","Both Sexes","Santa Cruz de Tenerife","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","329651",""
"Spain","2001","Total","Both Sexes","Santander","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","180717",""
"Spain","2001","Total","Both Sexes","Santander","City proper","Estimate - de jure","Final figure, complete","2002","177180","22"
"Spain","2001","Total","Both Sexes","Santander","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","214160",""
"Spain","2001","Total","Both Sexes","Sevilla","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","684633",""
"Spain","2001","Total","Both Sexes","Sevilla","City proper","Estimate - de jure","Final figure, complete","2002","686853","22"
"Spain","2001","Total","Both Sexes","Sevilla","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","984092",""
"Spain","2001","Total","Both Sexes","Tarragona","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","113129",""
"Spain","2001","Total","Both Sexes","Tarragona","City proper","Estimate - de jure","Final figure, complete","2002","115756","22"
"Spain","2001","Total","Both Sexes","Tarragona","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","229074",""
"Spain","2001","Total","Both Sexes","Terrassa","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","173775",""
"Spain","2001","Total","Both Sexes","Valencia","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","738441",""
"Spain","2001","Total","Both Sexes","Valencia","City proper","Estimate - de jure","Final figure, complete","2002","745216","22"
"Spain","2001","Total","Both Sexes","Valencia","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","1137470",""
"Spain","2001","Total","Both Sexes","Valladolid","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","316580",""
"Spain","2001","Total","Both Sexes","Valladolid","City proper","Estimate - de jure","Final figure, complete","2002","309116","22"
"Spain","2001","Total","Both Sexes","Valladolid","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","374085",""
"Spain","2001","Total","Both Sexes","Vigo","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","280186",""
"Spain","2001","Total","Both Sexes","Vitoria-Gasteiz","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","216852",""
"Spain","2001","Total","Both Sexes","Vitoria-Gasteiz","City proper","Estimate - de jure","Final figure, complete","2002","218746","22"
"Spain","2001","Total","Both Sexes","Vitoria-Gasteiz","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","224652",""
"Spain","2001","Total","Both Sexes","Zaragoza","City proper","Census - de facto - complete tabulation","Final figure, complete","2009","614905",""
"Spain","2001","Total","Both Sexes","Zaragoza","City proper","Estimate - de jure","Final figure, complete","2002","593204","22"
"Spain","2001","Total","Both Sexes","Zaragoza","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2009","679004",""
"Sweden","2007","Total","Both Sexes","Göteborg","City proper","Estimate - de jure","Final figure, complete","2008","491629.5",""
"Sweden","2007","Total","Both Sexes","Helsingborg","City proper","Estimate - de jure","Final figure, complete","2008","124187.5",""
"Sweden","2007","Total","Both Sexes","Jönköping","City proper","Estimate - de jure","Final figure, complete","2008","122951.5",""
"Sweden","2007","Total","Both Sexes","Linköping","City proper","Estimate - de jure","Final figure, complete","2008","139473.5",""
"Sweden","2007","Total","Both Sexes","Malmö","City proper","Estimate - de jure","Final figure, complete","2008","278522.5",""
"Sweden","2007","Total","Both Sexes","Norrköping","City proper","Estimate - de jure","Final figure, complete","2008","126071.5",""
"Sweden","2007","Total","Both Sexes","Orebro","City proper","Estimate - de jure","Final figure, complete","2008","129703",""
"Sweden","2007","Total","Both Sexes","STOCKHOLM","City proper","Estimate - de jure","Final figure, complete","2008","789024",""
"Sweden","2007","Total","Both Sexes","Umeå","City proper","Estimate - de jure","Final figure, complete","2008","111503",""
"Sweden","2007","Total","Both Sexes","Uppsala","City proper","Estimate - de jure","Final figure, complete","2008","186364",""
"Sweden","2007","Total","Both Sexes","Västerås","City proper","Estimate - de jure","Final figure, complete","2008","133324",""
"Sweden","2006","Total","Both Sexes","Göteborg","City proper","Estimate - de jure","Final figure, complete","2007","487350",""
"Sweden","2006","Total","Both Sexes","Göteborg","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","883764",""
"Sweden","2006","Total","Both Sexes","Helsingborg","City proper","Estimate - de jure","Final figure, complete","2007","122726",""
"Sweden","2006","Total","Both Sexes","Jönköping","City proper","Estimate - de jure","Final figure, complete","2007","121580",""
"Sweden","2006","Total","Both Sexes","Linköping","City proper","Estimate - de jure","Final figure, complete","2007","138108",""
"Sweden","2006","Total","Both Sexes","Malmö","City proper","Estimate - de jure","Final figure, complete","2007","273758",""
"Sweden","2006","Total","Both Sexes","Malmö","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","609356",""
"Sweden","2006","Total","Both Sexes","Norrköping","City proper","Estimate - de jure","Final figure, complete","2007","125053",""
"Sweden","2006","Total","Both Sexes","Orebro","City proper","Estimate - de jure","Final figure, complete","2007","128356",""
"Sweden","2006","Total","Both Sexes","STOCKHOLM","City proper","Estimate - de jure","Final figure, complete","2007","776962",""
"Sweden","2006","Total","Both Sexes","STOCKHOLM","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","1904025",""
"Sweden","2006","Total","Both Sexes","Umeå","City proper","Estimate - de jure","Final figure, complete","2007","110997",""
"Sweden","2006","Total","Both Sexes","Uppsala","City proper","Estimate - de jure","Final figure, complete","2007","184248",""
"Sweden","2006","Total","Both Sexes","Västerås","City proper","Estimate - de jure","Final figure, complete","2007","132427",""
"Sweden","1999","Total","Both Sexes","Göteborg","City proper","Estimate - de jure","Final figure, complete","1999","462470",""
"Sweden","1999","Total","Both Sexes","Göteborg","Urban agglomeration","Estimate - de jure","Final figure, complete","1999","788970",""
"Sweden","1999","Total","Both Sexes","Helsingborg","City proper","Estimate - de jure","Final figure, complete","1999","116870",""
"Sweden","1999","Total","Both Sexes","Jönköping","City proper","Estimate - de jure","Final figure, complete","1999","116344",""
"Sweden","1999","Total","Both Sexes","Linköping","City proper","Estimate - de jure","Final figure, complete","1999","132500",""
"Sweden","1999","Total","Both Sexes","Malmö","City proper","Estimate - de jure","Final figure, complete","1999","257574",""
"Sweden","1999","Total","Both Sexes","Malmö","Urban agglomeration","Estimate - de jure","Final figure, complete","1999","518506",""
"Sweden","1999","Total","Both Sexes","Norrköping","City proper","Estimate - de jure","Final figure, complete","1999","122212",""
"Sweden","1999","Total","Both Sexes","Orebro","City proper","Estimate - de jure","Final figure, complete","1999","123503",""
"Sweden","1999","Total","Both Sexes","STOCKHOLM","City proper","Estimate - de jure","Final figure, complete","1999","743703",""
"Sweden","1999","Total","Both Sexes","STOCKHOLM","Urban agglomeration","Estimate - de jure","Final figure, complete","1999","1643366",""
"Sweden","1999","Total","Both Sexes","Umeå","City proper","Estimate - de jure","Final figure, complete","1999","103970",""
"Sweden","1999","Total","Both Sexes","Uppsala","City proper","Estimate - de jure","Final figure, complete","1999","188478",""
"Sweden","1999","Total","Both Sexes","Västerås","City proper","Estimate - de jure","Final figure, complete","1999","125433",""
"Switzerland","2018","Total","Both Sexes","Baden-Brugg","City proper","Estimate - de jure","Final figure, complete","2019","30521",""
"Switzerland","2018","Total","Both Sexes","Baden-Brugg","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","111438",""
"Switzerland","2018","Total","Both Sexes","Bâle","City proper","Estimate - de jure","Final figure, complete","2019","172258",""
"Switzerland","2018","Total","Both Sexes","Bâle","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","550152",""
"Switzerland","2018","Total","Both Sexes","BERNE","City proper","Estimate - de jure","Final figure, complete","2019","133883",""
"Switzerland","2018","Total","Both Sexes","BERNE","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","419983",""
"Switzerland","2018","Total","Both Sexes","Fribourg","City proper","Estimate - de jure","Final figure, complete","2019","38365",""
"Switzerland","2018","Total","Both Sexes","Fribourg","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","109106",""
"Switzerland","2018","Total","Both Sexes","Genève","City proper","Estimate - de jure","Final figure, complete","2019","201818",""
"Switzerland","2018","Total","Both Sexes","Genève","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","597269",""
"Switzerland","2018","Total","Both Sexes","Lausanne","City proper","Estimate - de jure","Final figure, complete","2019","139111",""
"Switzerland","2018","Total","Both Sexes","Lausanne","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","424622",""
"Switzerland","2018","Total","Both Sexes","Lugano","City proper","Estimate - de jure","Final figure, complete","2019","63185",""
"Switzerland","2018","Total","Both Sexes","Lugano","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","151122",""
"Switzerland","2018","Total","Both Sexes","Luzern","City proper","Estimate - de jure","Final figure, complete","2019","81691",""
"Switzerland","2018","Total","Both Sexes","Luzern","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","231246",""
"Switzerland","2018","Total","Both Sexes","Olten-Zofingen","City proper","Estimate - de jure","Final figure, complete","2019","30019",""
"Switzerland","2018","Total","Both Sexes","Olten-Zofingen","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","101685",""
"Switzerland","2018","Total","Both Sexes","St. Gallen","City proper","Estimate - de jure","Final figure, complete","2019","75833",""
"Switzerland","2018","Total","Both Sexes","St. Gallen","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","167214",""
"Switzerland","2018","Total","Both Sexes","Winterthur","City proper","Estimate - de jure","Final figure, complete","2019","111851",""
"Switzerland","2018","Total","Both Sexes","Winterthur","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","143428",""
"Switzerland","2018","Total","Both Sexes","Zug","City proper","Estimate - de jure","Final figure, complete","2019","30542",""
"Switzerland","2018","Total","Both Sexes","Zug","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","132206",""
"Switzerland","2018","Total","Both Sexes","Zürich","City proper","Estimate - de jure","Final figure, complete","2019","415367",""
"Switzerland","2018","Total","Both Sexes","Zürich","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","1384728",""
"Switzerland","2017","Total","Both Sexes","Baden-Brugg","City proper","Estimate - de jure","Final figure, complete","2017","30426",""
"Switzerland","2017","Total","Both Sexes","Baden-Brugg","City proper","Estimate - de jure","Final figure, complete","2018","30304",""
"Switzerland","2017","Total","Both Sexes","Baden-Brugg","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","110693","23"
"Switzerland","2017","Total","Both Sexes","Baden-Brugg","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","110347","23"
"Switzerland","2017","Total","Both Sexes","Bâle","City proper","Estimate - de jure","Final figure, complete","2017","171017",""
"Switzerland","2017","Total","Both Sexes","Bâle","City proper","Estimate - de jure","Final figure, complete","2018","171513",""
"Switzerland","2017","Total","Both Sexes","Bâle","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","547761","23"
"Switzerland","2017","Total","Both Sexes","Bâle","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","545326","23"
"Switzerland","2017","Total","Both Sexes","BERNE","City proper","Estimate - de jure","Final figure, complete","2017","133115",""
"Switzerland","2017","Total","Both Sexes","BERNE","City proper","Estimate - de jure","Final figure, complete","2018","133798",""
"Switzerland","2017","Total","Both Sexes","BERNE","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","418225","23"
"Switzerland","2017","Total","Both Sexes","BERNE","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","415485","23"
"Switzerland","2017","Total","Both Sexes","Fribourg","City proper","Estimate - de jure","Final figure, complete","2017","38829",""
"Switzerland","2017","Total","Both Sexes","Fribourg","City proper","Estimate - de jure","Final figure, complete","2018","38521",""
"Switzerland","2017","Total","Both Sexes","Fribourg","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","108809","23"
"Switzerland","2017","Total","Both Sexes","Fribourg","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","108998","23"
"Switzerland","2017","Total","Both Sexes","Genève","City proper","Estimate - de jure","Final figure, complete","2017","198979",""
"Switzerland","2017","Total","Both Sexes","Genève","City proper","Estimate - de jure","Final figure, complete","2018","200548",""
"Switzerland","2017","Total","Both Sexes","Genève","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","592060","23"
"Switzerland","2017","Total","Both Sexes","Genève","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","585400","23"
"Switzerland","2017","Total","Both Sexes","Lausanne","City proper","Estimate - de jure","Final figure, complete","2017","137810",""
"Switzerland","2017","Total","Both Sexes","Lausanne","City proper","Estimate - de jure","Final figure, complete","2018","138905",""
"Switzerland","2017","Total","Both Sexes","Lausanne","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","420757","23"
"Switzerland","2017","Total","Both Sexes","Lausanne","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","415620","23"
"Switzerland","2017","Total","Both Sexes","Lugano","City proper","Estimate - de jure","Final figure, complete","2018","63494",""
"Switzerland","2017","Total","Both Sexes","Lugano","City proper","Estimate - de jure","Final figure, complete","2017","63932",""
"Switzerland","2017","Total","Both Sexes","Lugano","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","151708","23"
"Switzerland","2017","Total","Both Sexes","Lugano","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","151207","23"
"Switzerland","2017","Total","Both Sexes","Luzern","City proper","Estimate - de jure","Final figure, complete","2018","81401",""
"Switzerland","2017","Total","Both Sexes","Luzern","City proper","Estimate - de jure","Final figure, complete","2017","81592",""
"Switzerland","2017","Total","Both Sexes","Luzern","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","228321","23"
"Switzerland","2017","Total","Both Sexes","Luzern","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","229407","23"
"Switzerland","2017","Total","Both Sexes","Olten-Zofingen","City proper","Estimate - de jure","Final figure, complete","2018","29950",""
"Switzerland","2017","Total","Both Sexes","Olten-Zofingen","City proper","Estimate - de jure","Final figure, complete","2017","29726",""
"Switzerland","2017","Total","Both Sexes","Olten-Zofingen","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","99806","23"
"Switzerland","2017","Total","Both Sexes","Olten-Zofingen","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","100866","23"
"Switzerland","2017","Total","Both Sexes","St. Gallen","City proper","Estimate - de jure","Final figure, complete","2018","75522",""
"Switzerland","2017","Total","Both Sexes","St. Gallen","City proper","Estimate - de jure","Final figure, complete","2017","75481",""
"Switzerland","2017","Total","Both Sexes","St. Gallen","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","166421","23"
"Switzerland","2017","Total","Both Sexes","St. Gallen","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","166762","23"
"Switzerland","2017","Total","Both Sexes","Winterthur","City proper","Estimate - de jure","Final figure, complete","2018","110912",""
"Switzerland","2017","Total","Both Sexes","Winterthur","City proper","Estimate - de jure","Final figure, complete","2017","109775",""
"Switzerland","2017","Total","Both Sexes","Winterthur","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","140227","23"
"Switzerland","2017","Total","Both Sexes","Winterthur","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","141619","23"
"Switzerland","2017","Total","Both Sexes","Zug","City proper","Estimate - de jure","Final figure, complete","2018","30205",""
"Switzerland","2017","Total","Both Sexes","Zug","City proper","Estimate - de jure","Final figure, complete","2017","29804",""
"Switzerland","2017","Total","Both Sexes","Zug","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","129062","23"
"Switzerland","2017","Total","Both Sexes","Zug","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","130668","23"
"Switzerland","2017","Total","Both Sexes","Zürich","City proper","Estimate - de jure","Final figure, complete","2018","409241",""
"Switzerland","2017","Total","Both Sexes","Zürich","City proper","Estimate - de jure","Final figure, complete","2017","402762",""
"Switzerland","2017","Total","Both Sexes","Zürich","Urban agglomeration","Estimate - de jure","Final figure, complete","2018","1369041","23"
"Switzerland","2017","Total","Both Sexes","Zürich","Urban agglomeration","Estimate - de jure","Final figure, complete","2017","1354140","23"
"Switzerland","2016","Total","Both Sexes","Baden-Brugg","City proper","Estimate - de jure","Final figure, complete","2016","30212",""
"Switzerland","2016","Total","Both Sexes","Baden-Brugg","Urban agglomeration","Estimate - de jure","Final figure, complete","2016","109255","23"
"Switzerland","2016","Total","Both Sexes","Bâle","City proper","Estimate - de jure","Final figure, complete","2016","169916",""
"Switzerland","2016","Total","Both Sexes","Bâle","Urban agglomeration","Estimate - de jure","Final figure, complete","2016","541011","23"
"Switzerland","2016","Total","Both Sexes","BERNE","City proper","Estimate - de jure","Final figure, complete","2016","131554",""
"Switzerland","2016","Total","Both Sexes","BERNE","Urban agglomeration","Estimate - de jure","Final figure, complete","2016","410894","23"
"Switzerland","2016","Total","Both Sexes","Fribourg","City proper","Estimate - de jure","Final figure, complete","2016","38489",""
"Switzerland","2016","Total","Both Sexes","Fribourg","Urban agglomeration","Estimate - de jure","Final figure, complete","2016","105406","23"
"Switzerland","2016","Total","Both Sexes","Genève","City proper","Estimate - de jure","Final figure, complete","2016","198072",""
"Switzerland","2016","Total","Both Sexes","Genève","Urban agglomeration","Estimate - de jure","Final figure, complete","2016","579227","23"
"Switzerland","2016","Total","Both Sexes","Lausanne","City proper","Estimate - de jure","Final figure, complete","2016","135629",""
"Switzerland","2016","Total","Both Sexes","Lausanne","Urban agglomeration","Estimate - de jure","Final figure, complete","2016","409295","23"
"Switzerland","2016","Total","Both Sexes","Lugano","City proper","Estimate - de jure","Final figure, complete","2016","63583",""
"Switzerland","2016","Total","Both Sexes","Lugano","Urban agglomeration","Estimate - de jure","Final figure, complete","2016","151037","23"
"Switzerland","2016","Total","Both Sexes","Luzern","City proper","Estimate - de jure","Final figure, complete","2016","81295",""
"Switzerland","2016","Total","Both Sexes","Luzern","Urban agglomeration","Estimate - de jure","Final figure, complete","2016","226091","23"
"Switzerland","2016","Total","Both Sexes","Olten-Zofingen","City proper","Estimate - de jure","Final figure, complete","2016","29320",""
"Switzerland","2016","Total","Both Sexes","Olten-Zofingen","Urban agglomeration","Estimate - de jure","Final figure, complete","2016","98535","23"
"Switzerland","2016","Total","Both Sexes","St. Gallen","City proper","Estimate - de jure","Final figure, complete","2016","75538",""
"Switzerland","2016","Total","Both Sexes","St. Gallen","Urban agglomeration","Estimate - de jure","Final figure, complete","2016","165860","23"
"Switzerland","2016","Total","Both Sexes","Winterthur","City proper","Estimate - de jure","Final figure, complete","2016","108268",""
"Switzerland","2016","Total","Both Sexes","Winterthur","Urban agglomeration","Estimate - de jure","Final figure, complete","2016","138252","23"
"Switzerland","2016","Total","Both Sexes","Zug","City proper","Estimate - de jure","Final figure, complete","2016","29256",""
"Switzerland","2016","Total","Both Sexes","Zug","Urban agglomeration","Estimate - de jure","Final figure, complete","2016","127095","23"
"Switzerland","2016","Total","Both Sexes","Zürich","City proper","Estimate - de jure","Final figure, complete","2016","396955",""
"Switzerland","2016","Total","Both Sexes","Zürich","Urban agglomeration","Estimate - de jure","Final figure, complete","2016","1334269","23"
"Switzerland","2015","Total","Both Sexes","Baden-Brugg","City proper","Estimate - de jure","Final figure, complete","2015","29774",""
"Switzerland","2015","Total","Both Sexes","Baden-Brugg","Urban agglomeration","Estimate - de jure","Final figure, complete","2015","123959","23"
"Switzerland","2015","Total","Both Sexes","Bâle","City proper","Estimate - de jure","Final figure, complete","2015","168620",""
"Switzerland","2015","Total","Both Sexes","Bâle","Urban agglomeration","Estimate - de jure","Final figure, complete","2015","513367","23"
"Switzerland","2015","Total","Both Sexes","BERNE","City proper","Estimate - de jure","Final figure, complete","2015","130015",""
"Switzerland","2015","Total","Both Sexes","BERNE","Urban agglomeration","Estimate - de jure","Final figure, complete","2015","365238","23"
"Switzerland","2015","Total","Both Sexes","Fribourg","City proper","Estimate - de jure","Final figure, complete","2015","38288",""
"Switzerland","2015","Total","Both Sexes","Fribourg","Urban agglomeration","Estimate - de jure","Final figure, complete","2015","114225","23"
"Switzerland","2015","Total","Both Sexes","Genève","City proper","Estimate - de jure","Final figure, complete","2015","194565",""
"Switzerland","2015","Total","Both Sexes","Genève","Urban agglomeration","Estimate - de jure","Final figure, complete","2015","550866","23"
"Switzerland","2015","Total","Both Sexes","Lausanne","City proper","Estimate - de jure","Final figure, complete","2015","133897",""
"Switzerland","2015","Total","Both Sexes","Lausanne","Urban agglomeration","Estimate - de jure","Final figure, complete","2015","355591","23"
"Switzerland","2015","Total","Both Sexes","Lugano","City proper","Estimate - de jure","Final figure, complete","2015","63668",""
"Switzerland","2015","Total","Both Sexes","Lugano","Urban agglomeration","Estimate - de jure","Final figure, complete","2015","142652","23"
"Switzerland","2015","Total","Both Sexes","Luzern","City proper","Estimate - de jure","Final figure, complete","2015","81057",""
"Switzerland","2015","Total","Both Sexes","Luzern","Urban agglomeration","Estimate - de jure","Final figure, complete","2015","217662","23"
"Switzerland","2015","Total","Both Sexes","Olten-Zofingen","City proper","Estimate - de jure","Final figure, complete","2015","28560",""
"Switzerland","2015","Total","Both Sexes","Olten-Zofingen","Urban agglomeration","Estimate - de jure","Final figure, complete","2015","116186","23"
"Switzerland","2015","Total","Both Sexes","St. Gallen","City proper","Estimate - de jure","Final figure, complete","2015","75310",""
"Switzerland","2015","Total","Both Sexes","St. Gallen","Urban agglomeration","Estimate - de jure","Final figure, complete","2015","154490","23"
"Switzerland","2015","Total","Both Sexes","Winterthur","City proper","Estimate - de jure","Final figure, complete","2015","106778",""
"Switzerland","2015","Total","Both Sexes","Winterthur","Urban agglomeration","Estimate - de jure","Final figure, complete","2015","148619","23"
"Switzerland","2015","Total","Both Sexes","Zug","City proper","Estimate - de jure","Final figure, complete","2015","28603",""
"Switzerland","2015","Total","Both Sexes","Zug","Urban agglomeration","Estimate - de jure","Final figure, complete","2015","115709","23"
"Switzerland","2015","Total","Both Sexes","Zürich","City proper","Estimate - de jure","Final figure, complete","2015","391359",""
"Switzerland","2015","Total","Both Sexes","Zürich","Urban agglomeration","Estimate - de jure","Final figure, complete","2015","1251199","23"
"Switzerland","2012","Total","Both Sexes","Baden-Brugg","City proper","Estimate - de jure","Final figure, complete","2013","28931",""
"Switzerland","2012","Total","Both Sexes","Baden-Brugg","Urban agglomeration","Estimate - de jure","Final figure, complete","2013","119697.5",""
"Switzerland","2012","Total","Both Sexes","Bâle","City proper","Estimate - de jure","Final figure, complete","2013","165041",""
"Switzerland","2012","Total","Both Sexes","Bâle","Urban agglomeration","Estimate - de jure","Final figure, complete","2013","502206.5",""
"Switzerland","2012","Total","Both Sexes","BERNE","City proper","Estimate - de jure","Final figure, complete","2013","126598",""
"Switzerland","2012","Total","Both Sexes","BERNE","Urban agglomeration","Estimate - de jure","Final figure, complete","2013","358075.5",""
"Switzerland","2012","Total","Both Sexes","Fribourg","City proper","Estimate - de jure","Final figure, complete","2013","36156.5",""
"Switzerland","2012","Total","Both Sexes","Fribourg","Urban agglomeration","Estimate - de jure","Final figure, complete","2013","108496.5",""
"Switzerland","2012","Total","Both Sexes","Genève","City proper","Estimate - de jure","Final figure, complete","2013","188633.5",""
"Switzerland","2012","Total","Both Sexes","Genève","Urban agglomeration","Estimate - de jure","Final figure, complete","2013","532128.5",""
"Switzerland","2012","Total","Both Sexes","Lausanne","City proper","Estimate - de jure","Final figure, complete","2013","129902",""
"Switzerland","2012","Total","Both Sexes","Lausanne","Urban agglomeration","Estimate - de jure","Final figure, complete","2013","343727.5",""
"Switzerland","2012","Total","Both Sexes","Lugano","City proper","Estimate - de jure","Final figure, complete","2013","55594.5",""
"Switzerland","2012","Total","Both Sexes","Lugano","Urban agglomeration","Estimate - de jure","Final figure, complete","2013","135837",""
"Switzerland","2012","Total","Both Sexes","Luzern","City proper","Estimate - de jure","Final figure, complete","2013","78785.5",""
"Switzerland","2012","Total","Both Sexes","Luzern","Urban agglomeration","Estimate - de jure","Final figure, complete","2013","213036.5",""
"Switzerland","2012","Total","Both Sexes","Olten-Zofingen","City proper","Estimate - de jure","Final figure, complete","2013","27965",""
"Switzerland","2012","Total","Both Sexes","Olten-Zofingen","Urban agglomeration","Estimate - de jure","Final figure, complete","2013","112603",""
"Switzerland","2012","Total","Both Sexes","St. Gallen","City proper","Estimate - de jure","Final figure, complete","2013","73808",""
"Switzerland","2012","Total","Both Sexes","St. Gallen","Urban agglomeration","Estimate - de jure","Final figure, complete","2013","151874",""
"Switzerland","2012","Total","Both Sexes","Winterthur","City proper","Estimate - de jure","Final figure, complete","2013","103771.5",""
"Switzerland","2012","Total","Both Sexes","Winterthur","Urban agglomeration","Estimate - de jure","Final figure, complete","2013","143289.5",""
"Switzerland","2012","Total","Both Sexes","Zug","City proper","Estimate - de jure","Final figure, complete","2013","27219",""
"Switzerland","2012","Total","Both Sexes","Zug","Urban agglomeration","Estimate - de jure","Final figure, complete","2013","111481",""
"Switzerland","2012","Total","Both Sexes","Zürich","City proper","Estimate - de jure","Final figure, complete","2013","378883.5",""
"Switzerland","2012","Total","Both Sexes","Zürich","Urban agglomeration","Estimate - de jure","Final figure, complete","2013","1210874.5",""
"Switzerland","2011","Total","Both Sexes","Baden-Brugg","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","18189",""
"Switzerland","2011","Total","Both Sexes","Baden-Brugg","City proper","Estimate - de jure","Final figure, complete","2012","28522",""
"Switzerland","2011","Total","Both Sexes","Baden-Brugg","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","118824",""
"Switzerland","2011","Total","Both Sexes","Baden-Brugg","Urban agglomeration","Estimate - de jure","Final figure, complete","2012","118268",""
"Switzerland","2011","Total","Both Sexes","Bâle","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","164516",""
"Switzerland","2011","Total","Both Sexes","Bâle","City proper","Estimate - de jure","Final figure, complete","2012","163866",""
"Switzerland","2011","Total","Both Sexes","Bâle","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","500562",""
"Switzerland","2011","Total","Both Sexes","Bâle","Urban agglomeration","Estimate - de jure","Final figure, complete","2012","499143.5",""
"Switzerland","2011","Total","Both Sexes","BERNE","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","125681",""
